PlayerID,PlayerName,PlayerRating,PlayerPOS,PAC,SHO,PAS,DRI,DEF,PHY,PlayerIMG,ClubIMG,CountryIMG
3045,Lukáš Štetina,72,CB,67,38,52,62,71,80,https://futhead.cursecdn.com/static/img/21/players/240034.png,https://futhead.cursecdn.com/static/img/21/clubs/267.png,https://futhead.cursecdn.com/static/img/21/nations/43.png
3046,Andreas Skov Olsen,72,RW,82,71,65,73,35,66,https://futhead.cursecdn.com/static/img/21/players/240017.png,https://futhead.cursecdn.com/static/img/21/clubs/189.png,https://futhead.cursecdn.com/static/img/21/nations/13.png
3047,Léo Jabá,72,RM,85,68,63,73,26,63,https://futhead.cursecdn.com/static/img/21/players/239953.png,https://futhead.cursecdn.com/static/img/21/clubs/393.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3048,Konstantinos Galanopo...,72,CDM,73,51,67,71,69,66,https://futhead.cursecdn.com/static/img/21/players/239845.png,https://futhead.cursecdn.com/static/img/21/clubs/278.png,https://futhead.cursecdn.com/static/img/21/nations/22.png
3049,Kai Wagner,72,LB,76,32,58,67,69,75,https://futhead.cursecdn.com/static/img/21/players/239704.png,https://futhead.cursecdn.com/static/img/21/clubs/112134.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3050,Ibrahima Diallo,72,CDM,68,48,64,70,70,69,https://futhead.cursecdn.com/static/img/21/players/239452.png,https://futhead.cursecdn.com/static/img/21/clubs/378.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3051,Dominik Frieser,72,LW,75,69,68,72,44,69,https://futhead.cursecdn.com/static/img/21/players/239393.png,https://futhead.cursecdn.com/static/img/21/clubs/1932.png,https://futhead.cursecdn.com/static/img/21/nations/4.png
3052,Noa Lang,72,LW,80,67,67,75,46,67,https://futhead.cursecdn.com/static/img/21/players/239380.png,https://futhead.cursecdn.com/static/img/21/clubs/245.png,https://futhead.cursecdn.com/static/img/21/nations/34.png
3053,Jonathan Clauss,72,RW,81,65,68,74,62,65,https://futhead.cursecdn.com/static/img/21/players/239093.png,https://futhead.cursecdn.com/static/img/21/clubs/64.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3054,Philipp Wiesinger,72,CB,68,47,58,61,73,70,https://futhead.cursecdn.com/static/img/21/players/239090.png,https://futhead.cursecdn.com/static/img/21/clubs/252.png,https://futhead.cursecdn.com/static/img/21/nations/4.png
3055,Christopher Antwi-Adjej,72,LM,90,58,61,76,26,56,https://futhead.cursecdn.com/static/img/21/players/239073.png,https://futhead.cursecdn.com/static/img/21/clubs/10030.png,https://futhead.cursecdn.com/static/img/21/nations/117.png
3056,Ethan Pinnock,72,CB,71,37,56,60,71,77,https://futhead.cursecdn.com/static/img/21/players/238717.png,https://futhead.cursecdn.com/static/img/21/clubs/1925.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3057,Sebastian Vasiliadis,72,CM,72,61,68,75,65,72,https://futhead.cursecdn.com/static/img/21/players/238637.png,https://futhead.cursecdn.com/static/img/21/clubs/10030.png,https://futhead.cursecdn.com/static/img/21/nations/22.png
3058,Rodrigo Becão,72,CB,55,32,55,47,74,69,https://futhead.cursecdn.com/static/img/21/players/238621.png,https://futhead.cursecdn.com/static/img/21/clubs/55.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3059,Pedro Neto,72,LW,85,66,62,77,28,48,https://futhead.cursecdn.com/static/img/21/players/238616.png,https://futhead.cursecdn.com/static/img/21/clubs/110.png,https://futhead.cursecdn.com/static/img/21/nations/38.png
3060,Kingsley Schindler,72,RM,85,68,65,69,45,66,https://futhead.cursecdn.com/static/img/21/players/238569.png,https://futhead.cursecdn.com/static/img/21/clubs/485.png,https://futhead.cursecdn.com/static/img/21/nations/117.png
3061,Marcão,72,ST,69,71,46,63,28,81,https://futhead.cursecdn.com/static/img/21/players/238224.png,https://futhead.cursecdn.com/static/img/21/clubs/112978.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3062,Diego Lainez,72,RM,80,62,66,78,47,53,https://futhead.cursecdn.com/static/img/21/players/237995.png,https://futhead.cursecdn.com/static/img/21/clubs/449.png,https://futhead.cursecdn.com/static/img/21/nations/83.png
3063,Bruno Xadas,72,RM,73,70,72,75,43,59,https://futhead.cursecdn.com/static/img/21/players/237670.png,https://futhead.cursecdn.com/static/img/21/clubs/1896.png,https://futhead.cursecdn.com/static/img/21/nations/38.png
3064,Raoul Petretta,72,LB,79,36,65,71,68,71,https://futhead.cursecdn.com/static/img/21/players/237642.png,https://futhead.cursecdn.com/static/img/21/clubs/896.png,https://futhead.cursecdn.com/static/img/21/nations/27.png
3065,Lebo Mothiba,72,ST,69,72,60,70,27,68,https://futhead.cursecdn.com/static/img/21/players/237631.png,https://futhead.cursecdn.com/static/img/21/clubs/76.png,https://futhead.cursecdn.com/static/img/21/nations/140.png
3066,Oussama Haddadi,72,LB,73,38,61,64,70,73,https://futhead.cursecdn.com/static/img/21/players/237548.png,https://futhead.cursecdn.com/static/img/21/clubs/112096.png,https://futhead.cursecdn.com/static/img/21/nations/145.png
3067,Lumor Agbenyenu,72,LB,78,46,59,70,68,71,https://futhead.cursecdn.com/static/img/21/players/237456.png,https://futhead.cursecdn.com/static/img/21/clubs/237.png,https://futhead.cursecdn.com/static/img/21/nations/117.png
3068,Omar Kharbin,72,ST,77,74,58,69,36,69,https://futhead.cursecdn.com/static/img/21/players/237303.png,https://futhead.cursecdn.com/static/img/21/clubs/605.png,https://futhead.cursecdn.com/static/img/21/nations/186.png
3069,Nicolás Reniero,72,ST,68,73,62,72,32,69,https://futhead.cursecdn.com/static/img/21/players/237283.png,https://futhead.cursecdn.com/static/img/21/clubs/101085.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3070,Matej Mitrović,72,CB,47,50,57,59,74,75,https://futhead.cursecdn.com/static/img/21/players/237209.png,https://futhead.cursecdn.com/static/img/21/clubs/231.png,https://futhead.cursecdn.com/static/img/21/nations/10.png
3071,Moussa Wagué,72,RB,77,40,64,73,69,67,https://futhead.cursecdn.com/static/img/21/players/237156.png,https://futhead.cursecdn.com/static/img/21/clubs/241.png,https://futhead.cursecdn.com/static/img/21/nations/136.png
3072,José Rodríguez,72,CDM,68,44,66,67,70,54,https://futhead.cursecdn.com/static/img/21/players/237131.png,https://futhead.cursecdn.com/static/img/21/clubs/110781.png,https://futhead.cursecdn.com/static/img/21/nations/83.png
3073,Tomás Guidara,72,RB,79,41,61,68,66,78,https://futhead.cursecdn.com/static/img/21/players/237122.png,https://futhead.cursecdn.com/static/img/21/clubs/101088.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3074,Oleksandr Karavaev,72,RM,78,54,69,71,58,64,https://futhead.cursecdn.com/static/img/21/players/237109.png,https://futhead.cursecdn.com/static/img/21/clubs/101047.png,https://futhead.cursecdn.com/static/img/21/nations/49.png
3075,Reggie Cannon,72,RB,90,35,59,68,66,74,https://futhead.cursecdn.com/static/img/21/players/237000.png,https://futhead.cursecdn.com/static/img/21/clubs/695.png,https://futhead.cursecdn.com/static/img/21/nations/95.png
3076,Hannes Wolf,72,CAM,78,67,67,77,34,60,https://futhead.cursecdn.com/static/img/21/players/236935.png,https://futhead.cursecdn.com/static/img/21/clubs/23.png,https://futhead.cursecdn.com/static/img/21/nations/4.png
3077,Manolis Siopis,72,CDM,75,54,62,64,72,73,https://futhead.cursecdn.com/static/img/21/players/236773.png,https://futhead.cursecdn.com/static/img/21/clubs/113142.png,https://futhead.cursecdn.com/static/img/21/nations/22.png
3078,Anastasios Chatzigiov...,72,LM,80,62,68,74,25,61,https://futhead.cursecdn.com/static/img/21/players/236696.png,https://futhead.cursecdn.com/static/img/21/clubs/1884.png,https://futhead.cursecdn.com/static/img/21/nations/22.png
3079,Jaromír Zmrhal,72,LM,80,69,69,69,58,64,https://futhead.cursecdn.com/static/img/21/players/236548.png,https://futhead.cursecdn.com/static/img/21/clubs/190.png,https://futhead.cursecdn.com/static/img/21/nations/12.png
3080,Jan Sýkora,72,LM,84,66,66,74,56,65,https://futhead.cursecdn.com/static/img/21/players/236547.png,https://futhead.cursecdn.com/static/img/21/clubs/873.png,https://futhead.cursecdn.com/static/img/21/nations/12.png
3081,Arnaud Nordin,72,LM,80,67,66,73,36,57,https://futhead.cursecdn.com/static/img/21/players/236518.png,https://futhead.cursecdn.com/static/img/21/clubs/1819.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3082,Mustapha Bundu,72,RW,87,66,66,72,43,69,https://futhead.cursecdn.com/static/img/21/players/236474.png,https://futhead.cursecdn.com/static/img/21/clubs/229.png,https://futhead.cursecdn.com/static/img/21/nations/138.png
3083,Clément Michelin,72,RWB,65,50,68,68,67,67,https://futhead.cursecdn.com/static/img/21/players/236466.png,https://futhead.cursecdn.com/static/img/21/clubs/64.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3084,Yan Valery,72,RWB,71,52,60,69,71,71,https://futhead.cursecdn.com/static/img/21/players/236316.png,https://futhead.cursecdn.com/static/img/21/clubs/17.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3085,Iván Gómez,72,CDM,65,52,63,71,70,71,https://futhead.cursecdn.com/static/img/21/players/235987.png,https://futhead.cursecdn.com/static/img/21/clubs/101083.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3086,Dylan Bronn,72,CB,64,60,66,63,73,75,https://futhead.cursecdn.com/static/img/21/players/235565.png,https://futhead.cursecdn.com/static/img/21/clubs/68.png,https://futhead.cursecdn.com/static/img/21/nations/145.png
3087,Dennis Geiger,72,CM,55,47,71,78,54,58,https://futhead.cursecdn.com/static/img/21/players/235526.png,https://futhead.cursecdn.com/static/img/21/clubs/10029.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3088,Aleix Febas,72,CM,69,62,73,76,61,64,https://futhead.cursecdn.com/static/img/21/players/235522.png,https://futhead.cursecdn.com/static/img/21/clubs/453.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3089,Luisinho,72,RM,76,69,67,75,27,62,https://futhead.cursecdn.com/static/img/21/players/235502.png,https://futhead.cursecdn.com/static/img/21/clubs/112408.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3090,Salih Özcan,72,CM,69,59,68,75,67,73,https://futhead.cursecdn.com/static/img/21/players/235407.png,https://futhead.cursecdn.com/static/img/21/clubs/31.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3091,Matúš Bero,72,CM,72,73,69,73,65,81,https://futhead.cursecdn.com/static/img/21/players/235297.png,https://futhead.cursecdn.com/static/img/21/clubs/1909.png,https://futhead.cursecdn.com/static/img/21/nations/43.png
3092,Luis Pérez,72,RB,87,44,57,68,68,71,https://futhead.cursecdn.com/static/img/21/players/235088.png,https://futhead.cursecdn.com/static/img/21/clubs/462.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3093,Filip Stojković,72,RB,73,36,68,65,69,70,https://futhead.cursecdn.com/static/img/21/players/235055.png,https://futhead.cursecdn.com/static/img/21/clubs/254.png,https://futhead.cursecdn.com/static/img/21/nations/15.png
3094,Jonathan Menéndez,72,RM,89,68,63,74,34,49,https://futhead.cursecdn.com/static/img/21/players/235047.png,https://futhead.cursecdn.com/static/img/21/clubs/110093.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3095,João Amaral,72,RM,84,66,66,74,36,57,https://futhead.cursecdn.com/static/img/21/players/234949.png,https://futhead.cursecdn.com/static/img/21/clubs/1892.png,https://futhead.cursecdn.com/static/img/21/nations/38.png
3096,Ivan Oblyakov,72,CM,73,67,75,75,55,64,https://futhead.cursecdn.com/static/img/21/players/234857.png,https://futhead.cursecdn.com/static/img/21/clubs/315.png,https://futhead.cursecdn.com/static/img/21/nations/40.png
3097,Maycon,72,CM,70,67,71,69,65,68,https://futhead.cursecdn.com/static/img/21/players/234701.png,https://futhead.cursecdn.com/static/img/21/clubs/101059.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3098,Jota,72,LM,85,65,64,77,32,50,https://futhead.cursecdn.com/static/img/21/players/234570.png,https://futhead.cursecdn.com/static/img/21/clubs/234.png,https://futhead.cursecdn.com/static/img/21/nations/38.png
3099,Lourency,72,RW,77,70,67,76,44,71,https://futhead.cursecdn.com/static/img/21/players/234376.png,https://futhead.cursecdn.com/static/img/21/clubs/1888.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3100,Lewis Travis,72,CDM,69,59,65,69,69,75,https://futhead.cursecdn.com/static/img/21/players/234319.png,https://futhead.cursecdn.com/static/img/21/clubs/3.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3101,Luis Abram,72,CB,63,41,55,57,72,74,https://futhead.cursecdn.com/static/img/21/players/234178.png,https://futhead.cursecdn.com/static/img/21/clubs/101088.png,https://futhead.cursecdn.com/static/img/21/nations/59.png
3102,Roland Sallai,72,RM,70,66,67,74,37,59,https://futhead.cursecdn.com/static/img/21/players/234171.png,https://futhead.cursecdn.com/static/img/21/clubs/25.png,https://futhead.cursecdn.com/static/img/21/nations/23.png
3103,Artur,72,CDM,64,52,66,71,69,73,https://futhead.cursecdn.com/static/img/21/players/234122.png,https://futhead.cursecdn.com/static/img/21/clubs/687.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3104,Lucas Fernandes,72,CAM,73,69,72,76,52,60,https://futhead.cursecdn.com/static/img/21/players/234119.png,https://futhead.cursecdn.com/static/img/21/clubs/10031.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3105,Dodô,72,RB,88,55,62,73,64,67,https://futhead.cursecdn.com/static/img/21/players/234112.png,https://futhead.cursecdn.com/static/img/21/clubs/101059.png,https://futhead.cursecdn.com/static/img/21/nations/54.png
3106,Gonzalo Escobar,72,LB,81,43,64,70,65,73,https://futhead.cursecdn.com/static/img/21/players/234100.png,https://futhead.cursecdn.com/static/img/21/clubs/110406.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3107,Orel Mangala,72,CM,72,51,71,76,69,69,https://futhead.cursecdn.com/static/img/21/players/234078.png,https://futhead.cursecdn.com/static/img/21/clubs/36.png,https://futhead.cursecdn.com/static/img/21/nations/7.png
3108,Alessio Castro-Montes,72,RB,72,64,71,71,65,64,https://futhead.cursecdn.com/static/img/21/players/233965.png,https://futhead.cursecdn.com/static/img/21/clubs/674.png,https://futhead.cursecdn.com/static/img/21/nations/7.png
3109,Ronaldo Vieira,72,CDM,75,58,66,72,68,76,https://futhead.cursecdn.com/static/img/21/players/233943.png,https://futhead.cursecdn.com/static/img/21/clubs/1837.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3110,David Okereke,72,ST,91,68,55,74,26,65,https://futhead.cursecdn.com/static/img/21/players/233732.png,https://futhead.cursecdn.com/static/img/21/clubs/231.png,https://futhead.cursecdn.com/static/img/21/nations/133.png
3111,Samuel Grandsir,72,LM,87,61,70,74,44,63,https://futhead.cursecdn.com/static/img/21/players/233550.png,https://futhead.cursecdn.com/static/img/21/clubs/69.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3112,Russell Canouse,72,CDM,66,51,62,66,70,76,https://futhead.cursecdn.com/static/img/21/players/233314.png,https://futhead.cursecdn.com/static/img/21/clubs/688.png,https://futhead.cursecdn.com/static/img/21/nations/95.png
3113,Rifat Zhemaletdinov,72,RM,81,66,63,73,33,67,https://futhead.cursecdn.com/static/img/21/players/233290.png,https://futhead.cursecdn.com/static/img/21/clubs/100765.png,https://futhead.cursecdn.com/static/img/21/nations/40.png
3114,Vukašin Jovanović,72,CB,39,46,59,63,73,74,https://futhead.cursecdn.com/static/img/21/players/233219.png,https://futhead.cursecdn.com/static/img/21/clubs/59.png,https://futhead.cursecdn.com/static/img/21/nations/51.png
3115,Cedric Itten,72,ST,68,73,60,66,36,72,https://futhead.cursecdn.com/static/img/21/players/233139.png,https://futhead.cursecdn.com/static/img/21/clubs/86.png,https://futhead.cursecdn.com/static/img/21/nations/47.png
3116,Marcel Hartel,72,CAM,68,64,69,77,31,60,https://futhead.cursecdn.com/static/img/21/players/233125.png,https://futhead.cursecdn.com/static/img/21/clubs/159.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3117,Michael Olunga,72,ST,76,72,50,62,29,77,https://futhead.cursecdn.com/static/img/21/players/233119.png,https://futhead.cursecdn.com/static/img/21/clubs/101145.png,https://futhead.cursecdn.com/static/img/21/nations/120.png
3118,Takehiro Tomiyasu,72,RB,68,32,63,69,72,75,https://futhead.cursecdn.com/static/img/21/players/232938.png,https://futhead.cursecdn.com/static/img/21/clubs/189.png,https://futhead.cursecdn.com/static/img/21/nations/163.png
3119,Jay Dasilva,72,LB,85,40,60,73,67,62,https://futhead.cursecdn.com/static/img/21/players/232755.png,https://futhead.cursecdn.com/static/img/21/clubs/1919.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3120,Nicolás Silva,72,LM,89,60,68,74,23,39,https://futhead.cursecdn.com/static/img/21/players/232517.png,https://futhead.cursecdn.com/static/img/21/clubs/111019.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3121,Tsukasa Shiotani,72,CB,69,59,61,56,71,81,https://futhead.cursecdn.com/static/img/21/players/232510.png,https://futhead.cursecdn.com/static/img/21/clubs/111701.png,https://futhead.cursecdn.com/static/img/21/nations/163.png
3122,Carlos Ponck,72,CB,63,45,51,60,72,79,https://futhead.cursecdn.com/static/img/21/players/232459.png,https://futhead.cursecdn.com/static/img/21/clubs/101014.png,https://futhead.cursecdn.com/static/img/21/nations/104.png
3123,Agustín Bouzat,72,RW,90,63,67,75,57,68,https://futhead.cursecdn.com/static/img/21/players/232255.png,https://futhead.cursecdn.com/static/img/21/clubs/101088.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3124,Collins Fai,72,RB,84,32,57,69,68,71,https://futhead.cursecdn.com/static/img/21/players/232183.png,https://futhead.cursecdn.com/static/img/21/clubs/232.png,https://futhead.cursecdn.com/static/img/21/nations/103.png
3125,Keegan Rosenberry,72,RB,70,51,63,68,69,71,https://futhead.cursecdn.com/static/img/21/players/231985.png,https://futhead.cursecdn.com/static/img/21/clubs/694.png,https://futhead.cursecdn.com/static/img/21/nations/95.png
3126,Justin Hoogma,72,CB,63,30,52,60,72,73,https://futhead.cursecdn.com/static/img/21/players/231823.png,https://futhead.cursecdn.com/static/img/21/clubs/1903.png,https://futhead.cursecdn.com/static/img/21/nations/34.png
3127,Miguelón,72,RB,71,45,64,69,70,66,https://futhead.cursecdn.com/static/img/21/players/231749.png,https://futhead.cursecdn.com/static/img/21/clubs/452.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3128,Landry Dimata,72,ST,77,73,63,70,32,75,https://futhead.cursecdn.com/static/img/21/players/231745.png,https://futhead.cursecdn.com/static/img/21/clubs/229.png,https://futhead.cursecdn.com/static/img/21/nations/7.png
3129,Javi Galán,72,LB,79,53,69,69,65,64,https://futhead.cursecdn.com/static/img/21/players/231591.png,https://futhead.cursecdn.com/static/img/21/clubs/110839.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3130,Joan Sastre,72,RB,77,36,56,67,69,62,https://futhead.cursecdn.com/static/img/21/players/231588.png,https://futhead.cursecdn.com/static/img/21/clubs/453.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3131,Tomás Pochettino,72,CM,67,64,75,75,63,72,https://futhead.cursecdn.com/static/img/21/players/231524.png,https://futhead.cursecdn.com/static/img/21/clubs/112670.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3132,Alexis Soto,72,LB,74,36,63,71,67,72,https://futhead.cursecdn.com/static/img/21/players/231507.png,https://futhead.cursecdn.com/static/img/21/clubs/101085.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3133,Reiss Nelson,72,RW,85,64,66,76,34,53,https://futhead.cursecdn.com/static/img/21/players/231448.png,https://futhead.cursecdn.com/static/img/21/clubs/1.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3134,Philipp Lienhart,72,CB,61,28,52,54,74,71,https://futhead.cursecdn.com/static/img/21/players/231366.png,https://futhead.cursecdn.com/static/img/21/clubs/25.png,https://futhead.cursecdn.com/static/img/21/nations/4.png
3135,Jérémy Gélin,72,CB,58,36,59,62,72,73,https://futhead.cursecdn.com/static/img/21/players/231263.png,https://futhead.cursecdn.com/static/img/21/clubs/74.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3136,Emre Mor,72,RM,81,66,61,80,28,49,https://futhead.cursecdn.com/static/img/21/players/231240.png,https://futhead.cursecdn.com/static/img/21/clubs/450.png,https://futhead.cursecdn.com/static/img/21/nations/48.png
3137,Alexander Hack,72,CB,64,32,62,60,73,75,https://futhead.cursecdn.com/static/img/21/players/231111.png,https://futhead.cursecdn.com/static/img/21/clubs/169.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3138,Charles Traoré,72,LB,71,36,56,66,72,76,https://futhead.cursecdn.com/static/img/21/players/231098.png,https://futhead.cursecdn.com/static/img/21/clubs/71.png,https://futhead.cursecdn.com/static/img/21/nations/126.png
3139,Ádám Nagy,72,CM,68,54,73,75,70,60,https://futhead.cursecdn.com/static/img/21/players/230936.png,https://futhead.cursecdn.com/static/img/21/clubs/1919.png,https://futhead.cursecdn.com/static/img/21/nations/23.png
3140,Joe Worrall,72,CB,61,25,47,45,73,76,https://futhead.cursecdn.com/static/img/21/players/230708.png,https://futhead.cursecdn.com/static/img/21/clubs/14.png,https://futhead.cursecdn.com/static/img/21/nations/14.png
3141,Giuseppe Pezzella,72,LB,76,52,64,70,67,74,https://futhead.cursecdn.com/static/img/21/players/230681.png,https://futhead.cursecdn.com/static/img/21/clubs/50.png,https://futhead.cursecdn.com/static/img/21/nations/27.png
3142,Mouctar Diakhaby,72,CB,57,38,53,57,72,75,https://futhead.cursecdn.com/static/img/21/players/230578.png,https://futhead.cursecdn.com/static/img/21/clubs/461.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3143,Arnold Isako,72,RB,93,62,60,69,64,80,https://futhead.cursecdn.com/static/img/21/players/230560.png,https://futhead.cursecdn.com/static/img/21/clubs/210.png,https://futhead.cursecdn.com/static/img/21/nations/110.png
3144,Enock Kwateng,72,RB,65,36,63,68,73,64,https://futhead.cursecdn.com/static/img/21/players/230074.png,https://futhead.cursecdn.com/static/img/21/clubs/59.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3145,Mathias Jensen,72,CM,68,65,72,73,63,65,https://futhead.cursecdn.com/static/img/21/players/229723.png,https://futhead.cursecdn.com/static/img/21/clubs/1925.png,https://futhead.cursecdn.com/static/img/21/nations/13.png
3146,Nicolás Benedetti,72,CAM,73,67,69,74,45,61,https://futhead.cursecdn.com/static/img/21/players/229699.png,https://futhead.cursecdn.com/static/img/21/clubs/1879.png,https://futhead.cursecdn.com/static/img/21/nations/56.png
3147,Moon Seon Min,72,RM,93,65,65,73,37,62,https://futhead.cursecdn.com/static/img/21/players/229694.png,https://futhead.cursecdn.com/static/img/21/clubs/2055.png,https://futhead.cursecdn.com/static/img/21/nations/167.png
3148,Lazo,72,LM,78,71,65,78,34,49,https://futhead.cursecdn.com/static/img/21/players/229631.png,https://futhead.cursecdn.com/static/img/21/clubs/1861.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3149,Lucas Rodríguez,72,LM,77,60,66,77,56,62,https://futhead.cursecdn.com/static/img/21/players/229595.png,https://futhead.cursecdn.com/static/img/21/clubs/101083.png,https://futhead.cursecdn.com/static/img/21/nations/52.png
3150,Pascal Stenzel,72,RB,62,59,70,69,71,66,https://futhead.cursecdn.com/static/img/21/players/229584.png,https://futhead.cursecdn.com/static/img/21/clubs/36.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3151,Lukas Klünter,72,RB,82,46,56,67,69,66,https://futhead.cursecdn.com/static/img/21/players/229487.png,https://futhead.cursecdn.com/static/img/21/clubs/166.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3152,Waldemar Anton,72,CDM,66,46,57,65,74,75,https://futhead.cursecdn.com/static/img/21/players/229476.png,https://futhead.cursecdn.com/static/img/21/clubs/36.png,https://futhead.cursecdn.com/static/img/21/nations/21.png
3153,Michel Vlap,72,CAM,67,74,69,70,47,66,https://futhead.cursecdn.com/static/img/21/players/229435.png,https://futhead.cursecdn.com/static/img/21/clubs/229.png,https://futhead.cursecdn.com/static/img/21/nations/34.png
3154,Christian Tabó,72,RM,86,66,63,75,31,74,https://futhead.cursecdn.com/static/img/21/players/229179.png,https://futhead.cursecdn.com/static/img/21/clubs/110152.png,https://futhead.cursecdn.com/static/img/21/nations/60.png
3155,Kévin N'Doram,72,CDM,64,48,61,69,70,80,https://futhead.cursecdn.com/static/img/21/players/229011.png,https://futhead.cursecdn.com/static/img/21/clubs/68.png,https://futhead.cursecdn.com/static/img/21/nations/18.png
3156,Ignacio Rivero,72,CM,65,58,70,71,68,66,https://futhead.cursecdn.com/static/img/21/players/228892.png,https://futhead.cursecdn.com/static/img/21/clubs/1878.png,https://futhead.cursecdn.com/static/img/21/nations/60.png
3157,Raillo,72,CB,56,36,53,54,73,76,https://futhead.cursecdn.com/static/img/21/players/228805.png,https://futhead.cursecdn.com/static/img/21/clubs/453.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3158,Alexis De Sart,72,CDM,61,65,72,70,69,67,https://futhead.cursecdn.com/static/img/21/players/228804.png,https://futhead.cursecdn.com/static/img/21/clubs/230.png,https://futhead.cursecdn.com/static/img/21/nations/7.png
3159,Saúl Salcedo,72,CB,65,33,43,54,74,74,https://futhead.cursecdn.com/static/img/21/players/228730.png,https://futhead.cursecdn.com/static/img/21/clubs/111711.png,https://futhead.cursecdn.com/static/img/21/nations/58.png
3160,Yoshinori Mutō,72,ST,77,71,66,75,41,57,https://futhead.cursecdn.com/static/img/21/players/228717.png,https://futhead.cursecdn.com/static/img/21/clubs/13.png,https://futhead.cursecdn.com/static/img/21/nations/163.png
3161,Kevin,72,RB,69,53,65,66,68,67,https://futhead.cursecdn.com/static/img/21/players/228716.png,https://futhead.cursecdn.com/static/img/21/clubs/450.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3162,Ryan Nyambe,72,RB,80,33,57,69,68,76,https://futhead.cursecdn.com/static/img/21/players/228684.png,https://futhead.cursecdn.com/static/img/21/clubs/3.png,https://futhead.cursecdn.com/static/img/21/nations/131.png
3163,Sergi Palencia,72,RB,76,56,62,70,69,72,https://futhead.cursecdn.com/static/img/21/players/228321.png,https://futhead.cursecdn.com/static/img/21/clubs/1819.png,https://futhead.cursecdn.com/static/img/21/nations/45.png
3164,Christopher Ikonomidis,72,RW,81,68,66,74,51,66,https://futhead.cursecdn.com/static/img/21/players/228171.png,https://futhead.cursecdn.com/static/img/21/clubs/111399.png,https://futhead.cursecdn.com/static/img/21/nations/195.png
3165,Jean Evrard Kouassi,72,LW,88,71,59,73,31,67,https://futhead.cursecdn.com/static/img/21/players/227939.png,https://futhead.cursecdn.com/static/img/21/clubs/112541.png,https://futhead.cursecdn.com/static/img/21/nations/108.png
3166,Bright Osayi-Samuel,72,RM,90,60,61,74,35,63,https://futhead.cursecdn.com/static/img/21/players/227884.png,https://futhead.cursecdn.com/static/img/21/clubs/15.png,https://futhead.cursecdn.com/static/img/21/nations/133.png
3167,Anastasios Donis,72,ST,86,69,59,78,25,65,https://futhead.cursecdn.com/static/img/21/players/227732.png,https://futhead.cursecdn.com/static/img/21/clubs/379.png,https://futhead.cursecdn.com/static/img/21/nations/22.png
3168,Samuel Adegbenro,72,LW,92,66,60,77,41,71,https://futhead.cursecdn.com/static/img/21/players/227642.png,https://futhead.cursecdn.com/static/img/21/clubs/298.png,https://futhead.cursecdn.com/static/img/21/nations/133.png
